IDENTIFIER	GSM19023	GSM19024	GSM19025	GSM19026
IL5RA	4.9	5.2	4.3	5.6
BC052688	53.1	2.9	8.7	33
ATE1	133.8	339.1	30	104.9
STK11IP	651.2	663	477.4	461.9
SOAT2	935.4	830.6	983.1	1266.3
PHRF1	21.5	19.7	19.1	24.5
AA517864	30.6	97.2	165.8	348.1
97135_AT	19.6	42.5	23.5	10.8
TRPM7	536.3	618.6	431.6	516.1
C77027	63.9	39.4	78.6	53.3
ETL4	167	173.4	107.2	144.5
C77614	159.5	184.4	181.8	200.2
D1ERTD75E	204	438.8	153.8	58.1
D3ERTD229E	39.6	74.1	32.6	132.7
DXERTD242E	361	424.8	425.9	491.8
ING4	192.2	161.6	91.8	345.2
C78441	26.7	24.8	32.2	106.9
ERLIN1	783.2	469.6	515.6	888.8
ERLIN1	373.1	362.8	268.2	309.4
C530030P08RIK	98.2	23.5	96.5	5.1
C81567	38.4	234.8	59.4	186.9
RAX	319.4	176.9	103.7	392.4
SLC10A2	5.4	1.9	2.8	5.3
GPR27	1986.6	1985.1	2161.1	2749.6
KRTAP19-5	13.1	9	11.7	10.9
INHBE	50.8	26.9	122	58.2
GM13152	501.2	494.1	335.1	257
MSTN	187.1	189.2	99.3	155.8
HES3	556.3	323.1	710.8	519.6
NKX3-1	138.7	36.3	55	26.6
ZFP651	1421.2	1327	2814.2	2727.2
AIRE	410.6	611.6	336.8	470.5
SPARC	3606.9	4653.6	9022.1	8106.3
SFPQ	711.2	987.7	265.6	238.6
AI451676	31.9	83.1	17.7	33.1
SRCAP	1673.5	1614.5	898.4	883
RNASEH2B	1651.4	1549.8	843.2	790.6
D2ERTD93E	327.3	673.8	197.8	232.6
ELAC2	634.9	580.6	468.8	631.5
ELAC2	2541.4	2775.6	2242.5	2774.7
P2RY1	158.8	41.8	311.6	332.4
GM20767	60.7	185.6	194.4	278.8
C78344	84.8	7.2	47.3	56.1
AI060627	2086.1	2377.7	1958.7	2626.9
ABCC9	3136.7	2882.9	6496.6	5435.2
H2-K2	2253.5	3104.1	961.4	1141.5
H2-Q10	167.3	215.3	203	137.6
MOCS1	135.1	85.7	131.2	229.9
97176_AT	821.8	1133.5	922.2	1275.8
GM10997	38.6	32.1	129.5	22.5
AI314034	497.5	963.3	1156.4	657.4
DNPH1	563.9	796	510.2	766.2
HBB-Y	273.1	190.9	99.5	137.7
GM10845	29465.2	26906.3	12821.4	14030.9
CCNE2	107.1	125.3	63.3	18.7
TBC1D22A	652.4	473.6	607.3	681.5
ARNT	140.6	82.3	22.6	62.1
AA516600	95.1	89.7	357.9	634.5
D7WSU130E	266	255.9	314	417.2
AW121686	80.1	30.2	47	26.1
AA516843	7	13.8	16.7	33.8
AA516724	19.2	73.6	46	68.9
AA517032	9.2	14.5	14.6	19.2
AA517444	180	36.9	25.5	114.5
TFCP2L1	150.3	342.4	240.6	352
AA408251	16.6	29.8	37.1	24.3
GNAI1	45	128.6	240.6	191
PSG19	34.4	6.7	4.4	68.9
AI506816	4017.9	3099.8	1515.6	1857.2
ABCA1	643.9	562.3	260.4	271.6
CPNE1	2696.1	3471.3	1690.3	1561.3
SNRPE	9796.4	12031.1	5478	5264.9
NDUFA5	33847.6	30354.6	49082.8	52877.1
MARCKSL1	3421	3103.2	838.7	706
DNAJC15	3642.6	3140.2	3978.1	3754
EIF3J1	4761.4	5931	5922.2	5660.9
SPINT1	336.6	277.7	32.3	34.8
LYPLA1	3567.8	4998	4096.5	3822.1
ASH2L	493.9	834.8	993.7	196.1
1700037H04RIK	937.2	958.5	1083.2	1263.9
ARMCX2	1012	807.5	859.2	792.2
FEM1A	919.9	793.7	1626.8	1765.6
PZP	140.7	209.6	137.7	292.8
AHCYL1	7302.5	6792.2	9937.4	10633.6
PSMG1	2302.8	1776.8	1627.6	1500.8
RAB6A	1492.2	1900.3	1883.7	2758.2
PNRC1	2071.3	2022.2	1647	2126.5
GNA12	1976	1732.9	4919.1	4883.3
GNA12	588.6	661.6	1115	1023.7
ROGDI	2002.5	1477.3	2244.5	1645.2
NSA2	5379.7	6462	3172.4	3133.1
GFM2	157.7	352.6	222.5	135
APOBEC2	282.8	269.4	377.8	377.8
APOBEC2	2277.4	1933.4	2845.5	2030
APOBEC2	82.4	57.5	41	63.1
PNO1	2698.7	2788.8	2934.5	3062.4
TACC3	494.5	600.6	67.1	40.4
UBXN1	288.7	353.5	169.1	273.5
UBXN1	5540.4	5502.1	5500.3	5777.1
UBXN1	2653.5	2630.6	2287.8	2489.6
CYSTM1	3476	2838.5	6058.5	7662.3
SLC9A3R1	5451	4827.7	2604.1	2206.1
ISOC1	4665.8	2826.8	6625.2	5063.6
DBI	12071.8	11695.2	12749	12618.6
EXOSC5	2679.3	1995.2	1321.8	1209.5
NOP10	12635.5	11314.7	9024.7	8304.9
MRPS10	875.9	922.1	960.9	814.8
MRTO4	1620.2	1890.3	1277.6	1268.3
TPD52L2	365.4	524.1	690.3	758.5
RBM8A	4162	3648.6	1587.5	1482.3
CELF2	3651.1	4663.8	2032.1	2268.2
NDUFA12	72.3	50.9	34.1	118.9
LACTB2	337.9	449.8	542.8	601
LACTB2	225.3	326.2	194.2	152.5
ARPP19	497.6	519.2	467.7	734.2
ARPP19	1005.1	854.6	997.8	1010.3
DNAJA1	5351.9	4447.4	4797.8	4741.3
CSNK1D	3454.3	3836	3655.4	3554.9
CSNK1D	2646.9	2486.4	1475.9	1482.2
CSNK1D	244.7	231.5	298.1	247.9
SMIM20	3101.9	3225	5158	5457.1
AKIRIN1	932.6	900.3	646.5	679.4
KRTCAP2	4516.7	4547.1	4917.8	5155.3
KRTCAP2	4568.5	4010.5	5977.2	5025
NXN	62	257.1	84.4	182.8
NAA38	2546.8	1892.9	2161.4	2104
GM10052	2810.6	2978.7	1585.2	2115.8
SRRT	2254.3	2061.9	1592.8	1383.7
PSMD14	4459	5548.2	3816.7	3580.4
TBCB	1256.2	976.2	1076.7	1438.4
TRIAP1	1217.4	1233.7	1034.4	1075.4
EIF4H	127.8	37.5	64.6	57.3
HIBADH	6330.5	7578.9	10759.2	12990.5
AI843141	205.4	355.4	563.6	417.3
MELA	318	317	227.1	153.2
DPPA3	10.6	64	20.4	98.6
BCL2L13	2268.6	3148.5	3706	4190.5
UBXN6	1354.4	1122.5	1408.5	1200.1
PDZK1	16.4	12.3	33.7	23.1
PDZK1	12.4	9	5.6	25.4
SELT	12178.3	10204.5	11025.4	9960.5
RBM10	1147.2	1360.2	604.8	783.6
CDCA8	1886.6	1547.1	364.2	362.6
MRPL44	1527.9	1468.6	2165.4	1515
PCP4L1	1899.2	3562.4	4029.6	5970
FLNA	24	35.4	108.5	112
RAB14	8162.5	7890.8	9890.2	9758.4
IVNS1ABP	5605.3	7817.8	9483.6	11433.5
UBP1	1549.1	2192.9	2077.1	1990.1
NIP7	1682	1750.7	1076.6	921
NDUFB5	62940.5	56387.7	86486.2	90945.1
TMEM11	1976	1662.6	1692.8	1538.5
ST13	4489.1	4126.3	4048.6	3786.2
ST13	1842.9	1479.5	1119.3	1300.8
BRK1	8441.7	7743.2	6201.4	6036.2
CD164	12416.8	15123.1	9554.1	7695.6
GDI1	3175.5	2339.7	3032.2	3614.1
POLR2D	3060.9	2699.3	2061.8	1919.5
EHHADH	257.2	229	146.8	176.5
ENPP2	1940.2	1913.9	2036.3	1990.5
DTD1	801.9	818.4	766	701.9
RRAD	11234.1	10039.6	13769.9	15769.1
SLC39A4	346	429.5	371.1	305
MS4A6B	374.2	376	179.9	163
IDNK	1147.1	969.6	600.4	526.5
PXK	1567.3	1149.7	1495.8	1570.9
FEN1	1913.3	1723.7	376.4	360.3
MARK4	152.1	242.1	190.3	381.3
INTS3	1170.8	1184.1	1039.4	1087.2
ABCF1	5943.6	5156.1	5556.2	5376.3
CAPN10	526.1	895.7	780.4	873.7
PNKP	1926.5	1453.5	1544.4	2116
DYNC1H1	4316.9	3349.8	5031	5002.7
HES6	1136.5	930.5	807.4	1177.9
TIMD2	132.1	128.9	79.8	92.5
CTSF	829.4	734.8	1404.5	1251.5
MAP7D1	43.1	75.6	72.9	37.6
GIT1	1985.2	1903.6	3438.5	3299.6
SART3	1404.7	972.6	354.6	723.5
PRAF2	314.7	438.4	363.4	420.3
MRPS14	5376.4	4993.5	4901.3	5162.4
MEPCE	3422.8	3512.9	3939.9	3305.5
ANP32E	1810.9	1714.2	811.8	1016.4
2610001J05RIK	463.2	514	463.2	647.6
LTBP4	4204.7	5242.3	13951	13547.8
FRMD6	1006	1033.8	882.9	1276.2
COX6B2	435.5	183.8	349.2	228.9
COX6B2	636.3	467.2	601.6	357.6
DAB2IP	422.7	426.6	997.5	827.5
GTF3C1	2702.5	2369.4	3075	2888.1
ALKBH5	445.5	644.4	698.7	851.5
TMEM160	7199.2	6043.3	8605.3	7432.1
MEF2C	464.9	502	604.3	454.9
LPHN1	2023.2	2424	2677.4	2428
TM9SF1	2870.2	3099.9	2906.3	3387.5
CMTM3	174.1	158.9	225	259.9
PTK2	1026.4	1082.9	1681.2	1374.1
ASF1B	1442.4	926.3	246	154.7
CORO2B	267.3	210.6	432.1	515.5
LEMD2	2165.3	2231.2	2768.6	2610.9
AKAP1	1200.2	1236.7	1485.8	1722.4
AKAP1	1991.6	2085	3312.5	3157.5
AKAP1	1004.9	1083	1686.8	1638.6
SPRYD4	1676.2	1758.5	3111.7	2991.2
HAUS5	271.2	350	67.7	304.4
DAZAP1	729.4	695.8	619.6	742.9
SLC25A19	1204.2	1334.5	1279.4	1612.1
2810025M15RIK	1873.8	1837.2	2995.8	2541.7
PKD1	456.1	688.3	1401.3	1177.1
COIL	431.5	344.7	406.2	252.1
FBP2	651	392.3	785.4	838.6
ZC3H14	3957.7	4717.3	2749.2	2902.4
TCP11	144.2	135.1	138.7	143.6
X52129	86.1	38	36.8	18.1
SLC6A6	2568.2	3136.3	3985.2	3836.1
GMFG	3269.7	4644.2	636	824
NAGK	931.2	1150.5	1160.8	959.9
ZFP703	1599.8	1658.2	2029.9	2006.5
CHPF	1063.2	991.7	2229.8	2199.1
CDC25A	18.6	81.2	32.5	28.6
CDC25A	1116.4	1226.5	821.5	1002.2
HAUS4	454.2	294	59.5	23.4
TMEM129	1174.4	1342.7	1799.4	1614.5
VRK1	617.1	538.3	280.4	173.4
SMARCA5	1900.6	2322.2	1205.1	1328.7
PRPF19	3360.4	2864.9	4361.9	3938.1
COQ5	1297.3	1687.5	2334.8	2802.5
PCK2	312.7	324.5	348	601.2
TMEM214	253.3	424.2	480.7	353
JOSD1	1776.9	1349.8	1898.9	1435.7
INMT	1188.3	1083.3	2357.9	2517.8
TSFM	1747.5	2207.2	2731.5	2908.1
DDA1	1435.7	1378.4	1535.5	1364.3
RPS6KA1	1377.1	1561.5	893	930
CBFA2T2	1462.1	1355	992.2	1095.7
UBAC1	1390.8	1730.6	2353.7	2424
IRGM1	854.8	1029.9	512.7	391.3
SLC25A51	1196.6	1384.4	1772.5	2210.4
ECT2	3048.5	3086.7	286.8	242.8
SNRNP25	3350.4	3463.4	1766.2	1641.4
PLET1	327.5	345.2	616.8	667.1
NOC4L	1575.3	1250.9	1017.7	1094.5
RAB3D	957.7	646.6	1258.7	1003.6
BHMT2	8	8.5	13.8	93.1
COMMD7	1556.1	1448.2	1258.2	1260.3
LRG1	2205.6	1683.8	3001.6	2914.2
SMC2	2347.4	2792.8	352.9	479.2
IARS2	2400.7	2141.4	4620	2874.6
IFT46	1178.7	996.6	1055.6	1293.7
ARL6IP5	7753.4	7330.5	6943.4	7759.9
SLC44A1	1076.4	827.2	834.9	991.6
EMP1	7721.2	7276.6	8818.5	8197
MBL2	68.6	34.1	99	112.4
DXO	1149.7	1218	1492.3	1484.9
SNRK	1496.2	1592	3456	2484.2
SLC37A4	918.5	922.9	1675.9	974.9
SLC22A6	44.8	40.3	34.8	48.1
MCM3AP	838.5	835.5	652.8	528.3
NSUN4	655.6	580.4	906.5	907.8
F13B	106.9	52	14.7	41.3
MAN2C1	2575.2	2288.3	2976.4	3520.1
ANKIB1	242.4	186.3	168.1	258.5
ANKIB1	127.9	152.5	93.7	38.9
ACIN1	1628.4	1161	1119.8	764
SLC39A8	328.7	238.5	316.3	244.2
MRPL52	9571	9093.9	10205.7	11021.3
IFI30	1520.3	1388.8	933.2	633.7
PPID	3259.6	3300.7	3517.9	3085.6
DHX30	1713.4	1399.5	1556.9	1097.2
MAP1LC3A	10143.4	8391.7	25330	22214.7
PISD	2631.5	1988.2	2573.1	2330.7
ALDH7A1	1604.2	1173.6	1222.6	1110.3
ALDH7A1	3170.5	2543.5	2071.4	2573.9
MCFD2	2572.5	2191.5	3389.4	3100.8
H2AFY	2907.1	2844	1677	1222.3
ACSL5	1896.3	2515.3	1146	1423.7
GNB1	5670.9	4238.3	5090.8	4220.2
PSMA4	6167.5	5683.7	5898.6	5511.4
UBE2R2	10881.7	9594.1	13176	13155
ZFP706	4792.2	3774.6	4311.7	3839
ZFP706	10628.6	11465.8	9827.7	9690.4
ZFP706	6103.9	6637	6125.4	7051
SLC6A18	286.8	429.8	196.8	693.3
CKS1B	4982.4	4560.3	789.9	791.4
KRTAP3-3	64.6	106	112.6	152
KRTAP3-1	628.1	333.8	891.9	480.7
ARMC1	1429.2	1546.7	1909.7	2452.9
SLC25A17	1551.9	1265.6	861.1	1144.1
TSPAN4	2234.5	1691.5	4165.8	2744.4
PTN	26.1	58.7	103.2	37.2
XRN2	18.9	191.3	51.6	179.8
TIMM8B	3330.3	3210.6	4477.7	4943.3
NAA35	1746.6	1953.6	2902.6	2521.1
UBE2L3	5469.3	6905.4	8296.9	10044.7
DNAJB3	64.3	91.4	116.4	144.1
DNAJB3	257.6	245.4	125.4	200.2
CAB39L	1089.8	1149.5	1283.5	1394.1
RPL19	58065.5	47238	39006.4	38624.7
ZMYND11	7322.1	5914.2	9149.8	10499.8
PCYOX1	3736	4035.8	7290	7961.7
U2AF1	6957	7200.2	3294.7	3370.7
SERPINE2	783.9	1033.6	862.9	841.9
LRWD1	2279	2403.6	1253.7	1211
PYGB	4182.2	3449.8	9854.6	9283.7
BCL7B	705.3	720.9	796.7	825.9
HNRNPR	2899.5	3036.9	1771.7	1743.1
TXNDC12	970.4	1124.9	1314.4	1295.6
PRKCDBP	772.2	1471.3	1415.6	1971.2
NOTCH1	2379.8	2156.5	1118.4	1817.4
FHL1	7274.7	6538.7	15840.1	13449
FHL1	11.1	9.5	97.4	11.5
FHL1	2171.6	2478.6	4263.3	4452.9
DLD	9933	12831.4	20065.4	17830.3
CCND2	798.3	603.4	609.4	418
ARL1	4897	4512	3640.6	4187
RNF2	1075.4	1924.2	928.3	1345
LGALS3BP	1577.6	1679.6	1336.4	1289.5
MDH1	672.5	672.5	662.1	899.2
FGFR1	480.3	450.1	1217.1	821.8
MGLL	59.7	131.4	252.4	119.2
MGLL	2181	1941.5	3959.2	3886.7
2010107E04RIK	34722.4	30768.6	31565.1	28252.3
COA6	990.2	1275.8	1415.5	1561
HSD17B4	4512.2	5025.9	5815.6	5828.8
GANAB	770.5	1422.4	634.2	936.3
EXOSC4	2539.9	2663.8	2365.4	3247.9
FDFT1	1595.2	1703.3	2186.9	1894.2
SPP1	245	144.1	36.6	118.3
NNAT	160.3	134.7	205.6	251.8
ASS1	547.8	712.8	728.9	797.9
AMY2A4	2.9	2.3	10.3	39.5
AMY2A4	121.5	179.2	122.1	146.7
GYK	2332.8	1630.4	3537.9	2438
AP3M1	775.1	1186.5	976.8	769.5
CKS2	5046.6	4788.2	524.4	638.2
CNIH1	2941	3894.3	4060.3	4028.4
ANXA8	554.2	428.5	225.1	61.3
UBE2I	1525	1598.6	1187.4	1076.1
G0S2	1769.6	1543.4	2588.1	2924.5
PPP5C	1080.3	648.4	1078.9	582.8
FCGRT	22.4	233.6	206	185.8
YWHAH	6090.2	5588.7	3463.4	2780.3
WDTC1	1645.5	1803.2	2246.6	1964
GUSB	914.1	1073.6	758.2	902.7
PRMT3	292.3	180.3	278.3	310.3
H2-D1	25237.4	23621.6	13083.5	12264.8
H2-L	3540	3796	1977.6	1878.6
GM8894	178	79.4	85	86.2
SEPT2	2767.8	3667.2	2861	2304.6
YWHAZ	8214.2	8481.9	6608.6	5470.8
CLDN1	16.3	69.6	76.2	81.7
PRPF39	155.9	140	68.5	52.4
CFL2	2880.1	3690.6	5083.5	7495.8
HDAC7	4329.4	3958.3	3008.8	2762
HIP1R	869.1	428.8	817.3	577.2
GALNT2	3166.9	3162.4	3272.5	2957.8
BC005624	1105.2	892.6	748.7	672.2
CBX7	29.6	26.5	60.5	70.6
ANP32E	10160.9	10227.9	4345.6	5461.4
TOR2A	546.7	648	413.6	393.8
EEF2	25713.6	20642.8	21761	21911.3
PSAP	685.2	718	492.7	541.2
GUCY2C	57.6	51	37.1	40.8
VAV1	244.8	461.8	802.5	440.4
IGHV1-54	2130.2	1974.7	85.8	519.3
IGK-V1	1538.5	1404.7	704.8	582.8
TFDP1	213.4	198.4	123.8	112.7
IGKV4-74	2078.4	1789	389.9	372.2
IGKV4-59	3259.5	3852.4	740.7	1087.4
LOC100505009	62.6	134.3	79.4	100.4
IGKV6-14	99.4	124.7	112	232.4
IGKV7-33	435.9	482.8	429.1	475.4
TNFRSF8	33.2	68.8	45.1	22.3
IBSP	9.5	32.3	243.3	104.7
TYK2	663.6	438.2	499.4	523.2
LOC100505002	1479.4	1474.7	93.3	166.2
LOC100505009	359.1	332.8	36.6	56.7
LOC100505009	675.5	533	93.3	35.8
IGHM	724.5	547.2	43.9	231.4
AF099807	63.4	24.5	64.4	44.2
CRYGE	496.4	385.6	532.4	818
TRPC5	19.3	24.4	23	22.9
TENM4	384.4	578.2	523.7	604.2
FLII	5499.8	3300.9	6723	6452.1
FLII	9227.3	6842.1	11940.9	10231.3
AW209139	71.3	76	89.8	180.3
PKP1	1130.1	1232	577.7	635
AI450241	180.6	162.9	80	144.4
GM11237	209.8	218.8	320	349.9
RPS16-PS2	67536.9	62907	36958	39131.8
POLK	37.5	12.1	12.1	17.5
GHRHR	474.9	353.2	342.4	288.8
TMED8	67.5	50.8	48	54.5
DLX6AS2	51.1	39.6	108.8	56.9
DSC3	22.5	57.9	20.5	37.6
INS1	239.6	92.1	299.7	140.6
INS1	3546.4	3656.6	3789.3	4864
TCF7L2	222.6	268.8	631	411.5
ADAD1	16.4	13.7	11.7	12.2
97665_I_AT	781.1	1376.3	350.3	383.5
97666_R_AT	1726.3	1708.4	771.8	650.3
97667_AT	100.3	117.9	13	16.1
CTS7	46	18.2	1.6	3.2
TLX2	428.4	294.7	203.9	158.1
MUG-PS1	113.4	665.1	726.8	559.5
GSTM3	3043.2	2931.2	5607.8	5385.5
GSTM3	877.9	1076.2	1288.2	961
TNFRSF9	161.9	165	135	247.9
PICK1	474	369.6	553.2	522.7
1700023D09RIK	163.5	311.2	33.3	55.6
PRCC	1515.5	2090.8	2222.9	1222.2
GM13205	640.7	936.7	1069.6	1049.3
GM11944	333.8	347.1	46	53.7
F3	738.3	821.4	1228.5	1660.2
ADK	235.6	317.5	426.3	541.2
RPL27A	322.8	490.8	203.7	387.2
HTR2C	33.9	14	4.4	36.5
C78513	164.7	370.9	221.1	162.1
TULP3	219.3	66.5	110.5	129.4
RPL7	61221.8	59134	38485.6	40033.2
RPS24	75110.8	77663.6	79969	77543.7
GM5045	63.4	19.6	29.3	51.9
SVS6	6.1	45	6	15.7
PLXNA1	431.2	395.5	278.9	575.7
H2-K1	2598.7	3057.9	723.7	1212.8
BCAS2	354	357.1	278.2	298.9
AU015180	395.9	308.6	200.9	271.1
RPF2	320.1	537.9	356.4	271.8
ELL2	23.6	25.9	195.6	129.8
SNAPC3	595	1128.3	787.4	774
AA474655	684.5	700	281.5	349
IMAGE:619641	126.5	64.9	66.9	83.7
AA438122	18	11.4	14.1	71.1
IL7	95.9	110.6	96.3	9.8
TBC1D24	353.7	596.5	756.1	1402
NPR3	346.4	365.8	770.2	852.8
PIKFYVE	113.1	62.6	130.9	134.9
PDXDC1	341.4	50.6	80.1	96.9
ACTR1A	16.3	24.4	3.9	14.3
TCF15	563.1	569.5	840.5	858.5
CTLA4	90.9	238.1	64.2	115.5
MST1R	100.2	369.3	451.6	565.9
IGH-VS107	278.1	328.9	29.9	103.4
FGF15	55.2	38.8	46.2	38.8
SSR1	2281.6	2147	1505.1	1325.4
CBX2	327.8	284.1	399.3	250.9
CRY2	666.3	451.2	372.3	610.4
BMPR1B	123.2	59.3	52.3	216.6
GRIN2C	622.3	509.6	608.3	474.8
NOG	312.4	296.5	63.1	252.5
NTN1	22.1	41.9	102.9	20.4
ENC1	28.6	43.5	29.5	30.4
ABCA4	64.5	165.4	602	420.6
IDO1	54.6	44.4	33.3	63.3
PDE6G	171.2	204.5	416	331.6
ADORA2B	110.2	31.4	53.9	210.1
THPO	42.7	48.6	54.8	70.2
TRHR	90	67.8	29.8	17.7
AI838823	12.4	85	25.4	13.1
NLRX1	880.8	734.4	821.8	999.8
NLRX1	595.1	827.2	779.8	1014.7
UBE2O	124.3	20	31.2	24
DUSP16	610.8	637.5	1036.8	918.2
TSHB	168.6	133.2	55.3	254.7
FGF8	10.7	10.4	13.4	8.5
ZC3H3	3819.3	4390.2	3599.2	5850.3
HPCAL4	1114.6	1128.1	1451.3	877.7
HOXA4	69.5	56.2	78.1	187.3
HOXA4	4.8	5.8	5.6	11.4
HOXA4	2538.4	2852.1	3868.8	5391.4
SLC6A8	148.7	29.6	78.5	42
AI836270	266.3	190	244.3	234.3
RPSA-PS10	13406.9	13901.2	8910.7	9118.5
GAPDH	4985.4	5635.9	8440.3	8644.3
SNHG11	154.1	112.9	11.6	82.3
PCLO	114.2	172.5	51	26.5
ZFP771	206.3	68.1	17.5	162.4
DRD4	326.9	378.8	569.1	436.8
PCDHAC2	134.2	90.8	160.1	28.3
SVA	28	16.9	31.4	63.4
PRDX1	18164.1	18504.1	19690.8	24753.6
KCNMA1	221.3	433.3	242.2	196.9
A730034C02	23.6	32.9	19.5	20.4
KLRA7	226.8	300.8	304.8	317.2
KLRA7	185.7	229.2	29.3	239.7
NCF1	443.7	346.3	228.5	143.1
ROS1	10.4	2.8	11.7	5.3
ROS1	10.9	7.7	22.3	93.1
ROS1	11.9	9.7	10.6	19
KRT32	701.4	678.4	963.4	1001.3
DSC2	135.6	122.2	270.1	181.8
PTGFR	339.8	335.2	569.2	426.9
FAM3C	2342.4	2219.5	2055.8	1882.5
FAM3C	153.2	205.1	195.9	231.1
PLAU	209.7	300.2	231	263.9
CD34	768.5	896.4	899.5	759.7
OPRM1	20.8	24.1	35.9	18.4
AA511254	459.9	312.4	201	515.2
DRD2	319.3	235.8	334.5	392.4
NKX2-5	2108.6	1972.7	4944.9	4484.4
ST3GAL3	192.2	274.5	552.9	411.1
MCPT8	18.5	40.3	51	27.3
USP42	71.6	14.1	104.4	78.1
NCR1	45.2	18.5	12.6	45.9
DEFB2	324.6	139.1	412.7	512.2
CCL17	381.2	71.1	60.8	65.5
ALOXE3	488.5	525.8	319	661.6
FAM50B	59.8	131.2	24.2	156.9
ANKRD2	455.2	405.8	346.7	628.4
SLC6A3	119.2	151.4	141.4	165.4
KRT12	68.5	313.8	149	260.8
FOXH1	102.8	80.9	94.4	87.9
LAMA3	521.7	502.2	159.6	88.9
SEMA5B	361.9	95.9	128.4	95.4
NEUROG2	49.8	36.6	129.2	88.9
GRIA3	88.5	22.5	11.9	9.7
SEMA7A	232.6	284.6	371.1	207.4
CALCRL	105.2	116.2	88.2	100.3
MED14	82.1	186.3	92.3	184.8
ASNSD1	4729.5	4256	3897.2	4872.4
FAM63A	575.9	519.4	516.2	834.5
FASTK	1672.9	2189.4	4342.7	4364.9
RPF1	625.8	979.9	425.7	339.1
MPP1	4006.6	4705.3	2466.5	2199
UFC1	2053.9	2018.3	2042.3	1888.5
SF3B1	7381.6	8245.6	4480.5	4302.4
EHMT2	2807	2829.5	1845.6	1692.4
ARFGAP3	711	715.1	299.1	540.3
RANBP9	1213.2	2227.4	1129.5	959.2
RELA	4995.9	5402.3	6136.7	6191.9
KRT33B	640.7	661.1	348.2	449.9
RBM25	597.4	758.8	473.3	515.6
CDC42SE1	3319.2	2974.2	1631.4	1343.9
SNX4	3235.9	3557.9	2743.1	2667.2
GSTO1	3217.8	3858.8	4908.6	5094.4
GALK1	1662.8	1263.7	607.3	574.3
PAK2	2488.8	2334.8	1501.5	1116.7
PAK2	1852.4	1626.7	2194.1	1180
PAK2	3333.5	2847.6	2623.6	2815.9
NHP2	4471	3485.1	1664.4	1715.4
PERP	4765	4275.3	7092.9	6674.2
FCGBP	1623.3	1469.1	598.2	533.9
SIVA1	4053.4	2305.7	2526.4	2049.2
CDIPT	2073.8	2059.2	1783	2321.6
PECAM1	369.3	890	1038.9	587.7
CD97	536.3	640.1	371.9	337.1
PFKP	1987.7	1792	2198.1	1858.8
PFKP	2077.2	2167.6	1937.4	1783.5
RARRES2	3788.5	3428.8	4958.5	5025.4
RNF7	963.3	1020.6	1093.2	970.9
SNHG1	2126.6	2345.7	751.6	900.7
SNX6	4906.9	5206.4	3918.7	3752.3
CHMP2A	4607.5	3980.7	5575.2	5160
GM6768	4648.7	5690.8	4706.9	4917.6
RGS2	2168.2	1986.9	2778.6	2213.8
WDR5	2067.7	2423.6	2555.9	1942
CDC5L	2421.9	1940.2	1579.6	1217.1
RBMX	1118	1119.2	732	765.2
RBMX	1244.3	1010.9	682.5	615.2
CAV1	89.4	260.5	119.7	246.6
PSIP1	993.3	1445.3	514	368.7
ZDHHC3	735.9	636.4	857	728.4
INPP5A	5592.8	5002.4	6971.2	6218.7
INPP5A	9844.3	8600.2	18732.2	15463.9
NAP1L4	1435.5	1637.5	1695.9	1593.4
EMC3	160.7	24.5	27.8	149.6
EMC3	1875.9	1455.3	1782.9	1599.4
HGSNAT	560.5	614.2	1016	876.4
FAM32A	439.7	451.1	358.1	304.1
FAM32A	2173.9	2310.1	1397	1801.8
FAM32A	4164.5	3879	2623	3107.4
HSD11B1	1091.8	955.9	793.7	1220.8
DNAJA3	3773.3	3809.8	6225.6	6602.7
ETFDH	4499	6447.7	8383.3	9241.9
ERO1L	1347.4	1893.5	1570.8	1905.2
ERO1L	1884.5	1911.5	1812.8	2189.9
NADK	1187.9	1130.7	832.4	969.7
NDUFV3	9068.9	8091	11860.2	13198.3
ADRM1	3625.7	2757	3808.4	4017
VPS29	3408.1	4401.4	3604.5	3844.4
DLST	4466.6	4966.7	9919	6484.3
SEC61A1	4385.6	3777.5	3910.6	3659.7
MRPS11	1716.4	1430.6	797.7	1369.3
TMEM176B	4890.1	4768.4	4382.5	4484.2
SPR	1290.2	1175	1934.7	1570.4
APOC2	73	126.1	180.6	242.6
PGAP2	760	618.7	991.5	717.5
FABP2	98.6	17.7	31.6	78.7
SGK1	2492.4	3042.5	3380.1	3709.7
SAC3D1	1258.5	1014.2	850.8	830.9
BRD8	790.9	634.5	407.3	474.8
TBPL1	584.1	765.7	413.8	329.1
VARS	2198.4	2752.3	1357.9	1525.5
HAT1	4192.2	4302.7	3460.9	2746.4
HAT1	1011.3	1133.9	478.6	631
C78339	2108.2	2508.5	2628.2	3503.3
TXNDC9	2269	1980	2035.8	1863.2
UBTF	2780.7	3626.2	3272.5	3544.5
TSEN34	1800.6	2095.1	2264.7	2854
ACTR3	20394.6	19103.9	10762.7	10024.3
SIAH2	609	509.1	712.5	778.8
LSM7	4687.6	5183.3	2746.4	3363.1
RMND5A	17561.1	17908.1	7977.4	8776.9
STMN1	29350	26746.6	3563.5	4426.9
STMN1	93.2	43	20.9	36
LAMTOR4	3262.7	2089.7	3757.3	2844.4
TSPAN3	218.9	105.7	167.6	139.2
HSPA9	8270.4	9088.7	15729.6	14260.3
